time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
1012500,2025-03-04 14:01:21,51.2585616064736,-0.0458892004700054,21.32546,,,546.03673532094,26.24672,0,24.5882225716,2898.91413476,24,5,11.063,564.73752332094,40.026248,31.6303316,368.89108792,0,0,0,354.2, 1.6, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,3.5,-29.6,0,39,3.691,3.694,3.675,0,0,0,7.148,106.52,546.03673532094,21.32546,6,P-GPS,
1012600,2025-03-04 14:01:21,51.2585616652197,-0.0458892127628865,21.32546,,,546.03673532094,26.24672,0,24.5678157468,2898.9338198,24,5,11.063,564.73752332094,40.026248,31.6303316,368.89108792,0,0,0,354.3, 1.9, -0.2,0,0,1024,1024,1024,1024,0,0,0,0,3.5,-29.6,0,39,3.691,3.694,3.675,0,0,0,7.148,106.52,546.03673532094,21.32546,6,P-GPS,
1012700,2025-03-04 14:01:21,51.2585616017008,-0.045889261976332,21.32546,,,546.03673532094,26.24672,0,24.5835309704,2898.96006652,24,5,11.063,564.73752332094,40.026248,31.6303316,368.89108792,0,0,0,354.4, 1.9, -0.1,0,0,1024,1024,1024,1024,0,0,0,0,3.5,-29.6,0,39,3.691,3.694,3.675,0,0,0,7.148,106.52,546.03673532094,21.32546,6,P-GPS,
1012800,2025-03-04 14:01:21,51.2585616463696,-0.0458892739971381,21.32546,,,546.03673532094,25.918636,0,24.5677173216,2898.97647072,24,5,11.063,564.73752332094,40.026248,31.6303316,368.89108792,0,0,0,354.4, 1.9, -0.1,0,0,1024,1024,1024,1024,0,0,0,0,3.5,-29.6,0,39,3.691,3.694,3.675,0,0,0,7.148,106.52,546.03673532094,21.32546,6,P-GPS,
1012900,2025-03-04 14:01:21,51.258561700717,-0.0458892668197342,21.32546,,,546.03673532094,25.918636,0,24.550689762,2898.99615576,24,5,11.063,564.73752332094,40.026248,31.6303316,368.89108792,0,0,0,354.4, 2.1, -0.1,0,0,1024,1024,1024,1024,0,0,0,0,3.5,-29.6,0,39,3.691,3.694,3.675,0,0,0,7.148,106.52,546.03673532094,21.32546,6,P-GPS,
1013000,2025-03-04 14:01:21,51.258561739698,-0.0458892808306085,21.32546,,,546.03673532094,25.918636,0,24.5365493416,2899.01255996,24,5,11.056,564.73752332094,40.026248,31.6303316,368.89108792,0,0,0,354.4, 2.1, 0.3,0,0,1024,1024,1024,1024,0,0,0,0,3.5,-29.6,0,39,3.69,3.693,3.674,0,0,0,7.321,106.52,546.03673532094,21.32546,6,P-GPS,
1013100,2025-03-04 14:01:21,51.2585617766872,-0.0458894201641718,21.32546,,,546.03673532094,25.918636,0,24.5102698132,2899.04536836,24,5,11.056,564.73752332094,40.026248,31.6303316,368.89108792,0,0,0,354.5, 2.1, 0.3,0,0,1024,1024,1024,1024,0,0,0,0,3.5,-29.6,0,39,3.69,3.693,3.674,0,0,0,7.321,106.52,546.03673532094,21.32546,6,P-GPS,
1013200,2025-03-04 14:01:21,51.2585618031934,-0.0458894299296771,21.32546,,,546.03673532094,25.918636,0,24.5006241436,2899.05521088,24,5,11.056,564.73752332094,40.026248,31.6303316,368.89108792,0,0,0,354.7, 2, 0.1,0,0,1024,1024,1024,1024,0,0,0,0,3.5,-29.6,0,39,3.69,3.693,3.674,0,0,0,7.321,106.52,546.03673532094,21.32546,6,P-GPS,
1013300,2025-03-04 14:01:21,51.2585618342035,-0.0458893694654368,21.32546,,,546.03673532094,25.918636,0,24.4966543272,2899.07489592,24,5,11.056,564.73752332094,40.026248,31.6303316,368.89108792,0,0,0,354.7, 1.8, -0.2,0,0,1024,1024,1024,1024,0,0,0,0,3.5,-29.6,0,39,3.69,3.693,3.674,0,0,0,7.321,106.52,546.03673532094,21.32546,6,P-GPS,
1013400,2025-03-04 14:01:21,51.2585618404744,-0.0458893705417548,21.32546,,,546.03673532094,25.918636,0,24.4944889728,2899.07489592,24,5,11.056,564.73752332094,40.026248,31.6303316,368.89108792,0,0,0,354.5, 1.6, 0,0,0,1024,1024,1024,1024,0,0,0,0,3.5,-29.6,0,39,3.69,3.693,3.674,0,0,0,7.321,106.52,546.03673532094,21.32546,6,P-GPS,
1013500,2025-03-04 14:01:22,51.2585618723005,-0.0458894845777304,21.32546,,,546.03673532094,26.24672,0,24.4724745364,2899.10442348,24,5,11.056,564.73752332094,40.026248,31.6303316,368.89108792,0,0,0,354.5, 1.5, 0.2,0,0,1024,1024,1024,1024,0,0,0,0,3.5,-29.6,0,39,3.69,3.693,3.674,0,0,0,7.321,106.52,546.03673532094,21.32546,6,P-GPS,
1013600,2025-03-04 14:01:22,51.2585619289778,-0.0458894627657371,21.32546,,,546.03673532094,26.24672,0,24.45620157,2899.12738936,24,5,11.056,564.73752332094,40.026248,31.6303316,368.89108792,0,0,0,354.4, 1.3, 0.3,0,0,1024,1024,1024,1024,0,0,0,0,3.5,-29.6,0,39,3.69,3.693,3.674,0,0,0,7.321,106.52,546.03673532094,21.32546,6,P-GPS,
1013700,2025-03-04 14:01:22,51.2585619245183,-0.0458894651587665,21.32546,,,546.03673532094,25.918636,0,24.4574154808,2899.12738936,24,5,11.056,564.73752332094,40.026248,31.6303316,368.89108792,0,0,0,354.6, 1.3, 0.3,0,0,1024,1024,1024,1024,0,0,0,0,3.5,-29.6,0,39,3.69,3.693,3.674,0,0,0,7.321,106.52,546.03673532094,21.32546,6,P-GPS,
1013800,2025-03-04 14:01:22,51.258561918151,-0.0458894569615067,21.32546,,,546.03673532094,26.24672,0,24.4603354284,2899.1306702,24,5,11.056,564.73752332094,40.026248,31.6303316,368.89108792,0,0,0,354.6, 1.4, 0,0,0,1024,1024,1024,1024,0,0,0,0,3.5,-29.6,0,39,3.69,3.693,3.674,0,0,0,7.321,106.52,546.03673532094,21.32546,6,P-GPS,
1013900,2025-03-04 14:01:22,51.2585620227311,-0.0458895778223844,21.32546,,,546.03673532094,26.24672,0,24.413878734,2899.17660196,24,5,11.056,564.73752332094,40.026248,31.6303316,368.89108792,0,0,0,354.5, 1.3, -0.4,0,0,1024,1024,1024,1024,0,0,0,0,3.5,-29.6,0,39,3.69,3.693,3.674,0,0,0,7.321,106.52,546.03673532094,21.32546,6,P-GPS,
1014000,2025-03-04 14:01:22,51.2585620184926,-0.0458895715595878,21.32546,,,546.03673532094,26.24672,0,24.4158800464,2899.1798828,24,5,11.057,564.73752332094,40.026248,31.6303316,368.89108792,0,0,0,354.4, 1, -0.2,0,0,1024,1024,1024,1024,0,0,0,0,3.5,-29.6,0,39,3.69,3.694,3.674,0,0,0,7.401,106.52,546.03673532094,21.32546,6,P-GPS,
1014100,2025-03-04 14:01:22,51.2585619833844,-0.0458895055401107,21.32546,,,546.03673532094,26.24672,0,24.4340887084,2899.19956784,24,5,11.057,564.73752332094,40.026248,31.6303316,368.89108792,0,0,0,354.3, 0.9, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,3.5,-29.6,0,39,3.69,3.694,3.674,0,0,0,7.401,106.52,546.03673532094,21.32546,6,P-GPS,
1014200,2025-03-04 14:01:22,51.2585619715627,-0.0458894975456327,21.32546,,,546.03673532094,25.918636,0,24.4387475012,2899.20612952,24,5,11.057,564.73752332094,40.026248,31.6303316,368.89108792,0,0,0,354.3, 0.8, 0,0,0,1024,1024,1024,1024,0,0,0,0,3.5,-29.6,0,39,3.69,3.694,3.674,0,0,0,7.401,106.52,546.03673532094,21.32546,6,P-GPS,
1014300,2025-03-04 14:01:22,51.2585619590986,-0.0458894891259272,21.32546,,,546.03673532094,25.918636,0,24.4437015696,2899.20941036,24,5,11.057,564.73752332094,40.026248,31.6303316,368.89108792,0,0,0,354.5, 0.8, -0.1,0,0,1024,1024,1024,1024,0,0,0,0,3.5,-29.6,0,39,3.69,3.694,3.674,0,0,0,7.401,106.52,546.03673532094,21.32546,6,P-GPS,
1014400,2025-03-04 14:01:22,51.2585619511047,-0.0458894751142012,21.32546,,,546.03673532094,25.918636,0,24.4477370028,2899.2126912,24,5,11.057,564.73752332094,40.026248,31.6303316,368.89108792,0,0,0,354.5, 0.9, -0.4,0,0,1024,1024,1024,1024,0,0,0,0,3.5,-29.6,0,39,3.69,3.694,3.674,0,0,0,7.401,106.52,546.03673532094,21.32546,6,P-GPS,
1014500,2025-03-04 14:01:23,51.2585619668601,-0.045889497783488,21.32546,,,546.03673532094,25.918636,0,24.4402566876,2899.22253372,24,5,11.057,564.73752332094,40.026248,31.6303316,368.89108792,0,0,0,354.4, 1, -0.5,0,0,1024,1024,1024,1024,0,0,0,0,3.5,-29.6,0,39,3.69,3.694,3.674,0,0,0,7.401,106.52,546.03673532094,21.32546,6,P-GPS,
1014600,2025-03-04 14:01:23,51.2585619652378,-0.0458895077124331,21.32546,,,546.03673532094,25.918636,0,24.43979737,2899.22253372,24,5,11.057,564.73752332094,40.026248,31.6303316,368.89108792,0,0,0,354.3, 0.9, -0.6,0,0,1024,1024,1024,1024,0,0,0,0,3.5,-29.6,0,39,3.69,3.694,3.674,0,0,0,7.401,106.52,546.03673532094,21.32546,6,P-GPS,
1014700,2025-03-04 14:01:23,51.2585618330186,-0.0458893969652979,20.997376,,,545.70865132094,25.918636,0,24.4942265056,2899.278308,24,5,11.057,564.73752332094,40.026248,31.6303316,368.89108792,0,0,0,354.1, 0.9, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,3.5,-29.6,0,39,3.69,3.694,3.674,0,0,0,7.401,106.52,545.70865132094,20.997376,6,P-GPS,
1014800,2025-03-04 14:01:23,51.2585618221152,-0.0458894291939031,20.997376,,,545.70865132094,25.918636,0,24.4945217812,2899.28815052,24,5,11.057,564.73752332094,40.026248,31.6303316,368.89108792,0,0,0,354.1, 0.8, 0.1,0,0,1024,1024,1024,1024,0,0,0,0,3.5,-29.6,0,39,3.69,3.694,3.674,0,0,0,7.401,106.52,545.70865132094,20.997376,6,P-GPS,
1014900,2025-03-04 14:01:23,51.258561864328,-0.0458893650113356,20.997376,,,545.70865132094,25.918636,0,24.4872711248,2899.30783556,24,5,11.057,564.73752332094,40.026248,31.6303316,368.89108792,0,0,0,354.2, 0.8, 0.4,0,0,1024,1024,1024,1024,0,0,0,0,3.5,-29.6,0,39,3.69,3.694,3.674,0,0,0,7.401,106.52,545.70865132094,20.997376,6,P-GPS,
1015000,2025-03-04 14:01:23,51.2585618620263,-0.045889380911304,20.997376,,,545.70865132094,25.918636,0,24.4864181064,2899.3111164,24,5,11.061,564.73752332094,40.026248,31.6303316,368.89108792,0,0,0,354.4, 0.8, 0.1,0,0,1024,1024,1024,1024,0,0,0,0,3.5,-29.6,0,39,3.69,3.694,3.675,0,0,0,7.308,106.52,545.70865132094,20.997376,6,P-GPS,
1015100,2025-03-04 14:01:23,51.2585618891524,-0.0458894102540479,20.997376,,,545.70865132094,26.24672,0,24.474574274,2899.32423976,24,5,11.061,564.73752332094,40.026248,31.6303316,368.89108792,0,0,0,354.4, 1, 0,0,0,1024,1024,1024,1024,0,0,0,0,3.5,-29.6,0,39,3.69,3.694,3.675,0,0,0,7.308,106.52,545.70865132094,20.997376,6,P-GPS,
1015200,2025-03-04 14:01:23,51.2585618916861,-0.0458894164235812,20.997376,,,545.70865132094,26.24672,0,24.473097896,2899.32423976,24,5,11.061,564.73752332094,40.026248,31.6303316,368.89108792,0,0,0,354.4, 1, 0.1,0,0,1024,1024,1024,1024,0,0,0,0,3.5,-29.6,0,39,3.69,3.694,3.675,0,0,0,7.308,106.52,545.70865132094,20.997376,6,P-GPS,
1015300,2025-03-04 14:01:23,51.2585619121071,-0.0458891728623162,20.997376,,,545.70865132094,26.24672,0,24.4913393664,2899.38329488,24,5,11.061,564.73752332094,40.026248,31.6303316,368.89108792,0,0,0,354.4, 1.1, -0.4,0,0,1024,1024,465,1024,0,0,-85,0,3.5,-29.6,0,39,3.69,3.694,3.675,0,0,0,7.308,106.52,545.70865132094,20.997376,6,P-GPS,
1015400,2025-03-04 14:01:23,51.2585619244155,-0.0458891405096542,20.997376,,,545.70865132094,25.918636,0,24.4906175816,2899.38985656,24,5,11.061,564.73752332094,40.026248,31.6303316,368.89108792,0,0,0,354.3, 1.4, -0.8,0,0,1024,1024,364,1024,0,0,-100,0,3.5,-29.6,0,39,3.69,3.694,3.675,0,0,0,7.308,106.52,545.70865132094,20.997376,6,P-GPS,
1015500,2025-03-04 14:01:23,51.2585619396874,-0.0458891106099265,20.997376,,,545.70865132094,25.918636,0,24.4887146944,2899.39969908,24,5,11.061,564.73752332094,40.026248,31.6303316,368.89108792,0,0,0.447388,354.1, 2.2, -0.8,0,0,1024,1024,364,1024,0,0,-100,0,3.5,-29.6,0,39,3.69,3.694,3.675,0,0,0,7.308,106.52,545.70865132094,20.997376,6,P-GPS,
1015600,2025-03-04 14:01:24,51.2585619563498,-0.0458890771321881,20.997376,,,545.70865132094,25.590552,0,24.486713382,2899.4095416,24,5,11.061,564.73752332094,40.026248,31.6303316,368.89108792,0,0,1.565858,354, 2.1, -0.9,0,0,1024,1024,364,1024,0,0,-100,0,3.5,-29.6,0,39,3.69,3.694,3.675,0,0,0,7.308,106.52,545.70865132094,20.997376,6,P-GPS,
1015700,2025-03-04 14:01:24,51.2585619559749,-0.0458889251284235,20.669292,,,545.38056732094,25.590552,0,24.502461414,2899.44235,24,5,11.061,564.73752332094,40.026248,31.6303316,368.89108792,0,0,2.460634,354, 1.4, -0.8,0,0,1024,1024,364,1024,0,0,-100,0,3.5,-29.6,0,39,3.69,3.694,3.675,0,0,0,7.308,106.52,545.38056732094,20.669292,6,P-GPS,
1015800,2025-03-04 14:01:24,51.2585619634693,-0.0458888724413442,20.341208,,,545.05248332094,24.934384,0,24.5054469784,2899.45547336,24,5,11.061,564.73752332094,40.026248,31.6303316,368.89108792,0,0,3.579104,354, 0.9, -0.8,0,0,1024,1024,364,1024,0,0,-100,0,3.5,-29.6,0,39,3.69,3.694,3.675,0,0,0,7.308,106.52,545.05248332094,20.341208,6,P-GPS,
1015900,2025-03-04 14:01:24,51.2585619395294,-0.0458889317933343,19.68504,,,544.39631532094,24.278216,0,24.5071202068,2899.47187756,24,5,11.061,564.73752332094,40.026248,31.6303316,368.89108792,0,0,4.697574,354.1, -0.1, -1.1,0,0,1024,1024,364,1024,0,0,-100,0,3.5,-29.6,0,39,3.69,3.694,3.675,0,0,0,7.308,106.52,544.39631532094,19.68504,6,P-GPS,
1016000,2025-03-04 14:01:24,51.2585619560017,-0.0458888836527745,19.028872,,,543.74014732094,23.293964,0,24.506726506,2899.48500092,24,5,11.057,564.73752332094,40.026248,31.6303316,368.89108792,0,0,5.59235,354, 1.4, 0,0,0,1024,1024,609,1024,0,0,-63,0,3.5,-29.6,0,39,3.716,3.718,3.704,0,0,0,7.332,106.52,543.74014732094,19.028872,6,P-GPS,
1016100,2025-03-04 14:01:24,51.2585619285709,-0.0458886071553461,18.04462,,,542.75589532094,22.309712,0,24.5441936988,2899.54733688,24,5,11.057,564.73752332094,40.026248,31.6303316,368.89108792,0,0,6.487126,354.2, 2.3, -1.3,0,0,1024,1024,936,1024,0,0,-13,0,3.5,-29.6,0,39,3.716,3.718,3.704,0,0,0,7.332,106.52,542.75589532094,18.04462,6,P-GPS,
1016200,2025-03-04 14:01:24,51.2585619126537,-0.0458885356388084,17.060368,,,541.77164332094,21.32546,0,24.556759316,2899.56702192,24,5,11.057,564.73752332094,40.026248,31.6303316,368.89108792,0,0,6.487126,354.1, 0.8, -3,0,0,1024,1024,980,1024,0,0,-7,0,3.5,-29.6,0,39,3.716,3.718,3.704,0,0,0,7.332,106.52,541.77164332094,17.060368,6,P-GPS,
1016300,2025-03-04 14:01:24,51.2585618519399,-0.045888545366777,16.076116,,,540.78739132094,20.341208,0,24.5754929124,2899.58670696,24,5,11.057,564.73752332094,40.026248,31.6303316,368.89108792,0,0,6.039738,353.6, 0.2, -0.9,0,0,1024,1024,1024,1024,0,0,0,0,3.5,-29.6,0,39,3.716,3.718,3.704,0,0,0,7.332,106.52,540.78739132094,16.076116,6,P-GPS,
1016400,2025-03-04 14:01:24,51.2585617888942,-0.0458885866670284,15.419948,,,540.13122332094,19.68504,0,24.5917330704,2899.61295368,24,5,11.057,564.73752332094,40.026248,31.6303316,368.89108792,0,0,5.144962,353.4, 0.5, -0.2,0,0,1024,1024,881,1024,0,0,-22,0,3.5,-29.6,0,39,3.716,3.718,3.704,0,0,0,7.332,106.52,540.13122332094,15.419948,6,P-GPS,
1016500,2025-03-04 14:01:25,51.2585618719343,-0.0458888673584555,14.435696,,,539.14697132094,19.028872,0,24.5357947484,2899.68513216,24,5,11.057,564.73752332094,40.026248,31.6303316,368.89108792,0,0,3.802798,353.8, -1.9, 0.6,0,0,1024,1024,881,1024,0,0,-22,0,3.5,-29.6,0,39,3.716,3.718,3.704,0,0,0,7.332,106.52,539.14697132094,14.435696,6,P-GPS,
1016600,2025-03-04 14:01:25,51.2585619234127,-0.0458889108377996,14.107612,,,538.81888732094,18.372704,0,24.5145349052,2899.7048172,24,5,11.057,564.73752332094,40.026248,31.6303316,368.89108792,0,0,2.460634,353.9, 1.2, 0,0,0,1024,1024,1024,1024,0,0,0,0,3.5,-29.6,0,39,3.716,3.718,3.704,0,0,0,7.332,106.52,538.81888732094,14.107612,6,P-GPS,
1016700,2025-03-04 14:01:25,51.2585622013892,-0.0458887199636117,13.779528,,,538.49080332094,18.04462,0,24.4437671864,2899.81636576,24,5,11.057,564.73752332094,40.026248,31.6303316,368.89108792,0,0,1.342164,354.1, 2.3, -1.7,0,0,1024,1024,1024,1024,0,0,0,0,3.5,-29.6,0,39,3.716,3.718,3.704,0,0,0,7.332,106.52,538.49080332094,13.779528,6,P-GPS,
1016800,2025-03-04 14:01:25,51.2585622916633,-0.0458887452869047,13.451444,,,538.16271932094,18.04462,0,24.4118118048,2899.84917416,24,5,11.057,564.73752332094,40.026248,31.6303316,368.89108792,0,0,0.447388,353.9, 2.8, -1.5,0,0,1024,1024,1024,1024,0,0,0,0,3.5,-29.6,0,39,3.716,3.718,3.704,0,0,0,7.332,106.52,538.16271932094,13.451444,6,P-GPS,
1016900,2025-03-04 14:01:25,51.2585623064613,-0.0458885305080156,13.451444,,,538.16271932094,18.04462,0,24.429298682,2899.89838676,24,5,11.057,564.73752332094,40.026248,31.6303316,368.89108792,0,0,0,353.7, 2.8, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,3.5,-29.6,0,39,3.716,3.718,3.704,0,0,0,7.332,106.52,538.16271932094,13.451444,6,P-GPS,
1017000,2025-03-04 14:01:25,51.2585623440149,-0.0458885767509291,13.451444,,,538.16271932094,18.04462,0,24.4123039308,2899.91479096,24,5,11.107,564.73752332094,40.026248,31.6303316,368.89108792,0,0,0,353.7, 2.4, -1,0,0,1024,1024,1024,1024,0,0,0,0,3.5,-29.6,0,39,3.639,3.654,3.619,0,0,0,5.788,106.52,538.16271932094,13.451444,6,P-GPS,
1017100,2025-03-04 14:01:25,51.2585622040577,-0.045888939861478,13.451444,,,538.16271932094,18.04462,0,24.4201779468,2900.01321616,24,5,11.107,564.73752332094,40.026248,31.6303316,368.89108792,0,0,0,353.8, 1.9, -0.4,0,0,1024,1024,1024,1024,0,0,0,0,3.5,-29.6,0,39,3.639,3.654,3.619,0,0,0,5.788,106.52,538.16271932094,13.451444,6,P-GPS,
1017200,2025-03-04 14:01:25,51.2585622091774,-0.0458890081704662,13.451444,,,538.16271932094,18.04462,0,24.4114509124,2900.02962036,24,5,11.107,564.73752332094,40.026248,31.6303316,368.89108792,0,0,0,354, 1.5, -0.2,0,0,1024,1024,1024,1024,0,0,0,0,3.5,-29.6,0,39,3.639,3.654,3.619,0,0,0,5.788,106.52,538.16271932094,13.451444,6,P-GPS,
1017300,2025-03-04 14:01:25,51.2585621491388,-0.0458891242589578,13.451444,,,538.16271932094,18.04462,0,24.4190624612,2900.06242876,24,5,11.107,564.73752332094,40.026248,31.6303316,368.89108792,0,0,0,354.1, 1.5, -0.2,0,0,1024,1024,1024,1024,0,0,0,0,3.5,-29.6,0,39,3.639,3.654,3.619,0,0,0,5.788,106.52,538.16271932094,13.451444,6,P-GPS,
1017400,2025-03-04 14:01:25,51.2585621538371,-0.0458891660032352,13.451444,,,538.16271932094,18.04462,0,24.4132553744,2900.07227128,24,5,11.107,564.73752332094,40.026248,31.6303316,368.89108792,0,0,0,354.3, 1.6, -0.1,0,0,1024,1024,1024,1024,0,0,0,0,3.5,-29.6,0,39,3.639,3.654,3.619,0,0,0,5.788,106.52,538.16271932094,13.451444,6,P-GPS,
1017500,2025-03-04 14:01:25,51.2585624176892,-0.0458891060985247,13.451444,,,538.16271932094,18.04462,0,24.333498154,2900.17069648,24,5,11.107,564.73752332094,40.026248,31.6303316,368.89108792,0,0,0,354.3, 1.8, 0,0,0,1410,1024,1024,1024,58,0,0,0,3.5,-29.6,0,39,3.639,3.654,3.619,0,0,0,5.788,106.52,538.16271932094,13.451444,6,P-GPS,
1017600,2025-03-04 14:01:26,51.2585624504571,-0.0458890860070655,13.451444,,,538.16271932094,18.04462,0,24.3249023532,2900.18381984,24,5,11.107,564.73752332094,40.026248,31.6303316,368.89108792,0,0,0,354.4, 1.8, -0.5,0,0,1410,1024,1024,1024,58,0,0,0,3.5,-29.6,0,39,3.639,3.654,3.619,0,0,0,5.788,106.52,538.16271932094,13.451444,6,P-GPS,
1017700,2025-03-04 14:01:26,51.2585624183922,-0.0458891685279824,13.451444,,,538.16271932094,18.04462,0,24.3268052404,2900.20350488,24,5,11.107,564.73752332094,40.026248,31.6303316,368.89108792,0,0,0,354.4, -4.3, -1.1,0,0,1595,1024,1024,1024,87,0,0,0,3.5,-29.6,0,39,3.639,3.654,3.619,0,0,0,5.788,106.52,538.16271932094,13.451444,6,P-GPS,
1017800,2025-03-04 14:01:26,51.2585625322604,-0.0458891507517545,13.451444,,,538.16271932094,18.04462,0.223694,24.2916018272,2900.2461558,24,5,11.107,564.73752332094,40.026248,31.6303316,368.89108792,0.223694,0,0,354.3, -18.2, -1.2,0,0,1684,1024,1024,1024,100,0,0,0,3.5,-29.6,0,39,3.639,3.654,3.619,0,0,0,5.788,106.52,538.16271932094,13.451444,6,P-GPS,
1017900,2025-03-04 14:01:26,51.2585628427991,-0.0458892175087879,13.451444,,,538.16271932094,18.04462,1.11847,24.1836949996,2900.3609852,24,5,11.107,564.73752332094,40.026248,31.6303316,368.89108792,1.11847,0,0,354.1, -28.2, -1.1,0,0,1684,999,1024,1024,100,-4,0,0,3.5,-29.6,0,39,3.639,3.654,3.619,0,0,0,5.788,106.52,538.16271932094,13.451444,6,P-GPS,
1018000,2025-03-04 14:01:26,51.2585636341052,-0.0458893249321165,13.451444,,,538.16271932094,18.04462,2.23694,23.9155519464,2900.64969912,24,5,11.042,564.73752332094,40.026248,31.6303316,368.89108792,2.23694,-0.223694,0,354, -28.9, -0.8,0,0,1684,968,1024,1024,100,-8,0,0,3.5,-29.6,0,39,3.689,3.692,3.673,0,0,0,10.463,106.7,538.16271932094,13.451444,6,P-GPS,
1018100,2025-03-04 14:01:26,51.2585650109048,-0.0458897076755876,13.451444,,,538.16271932094,18.372704,3.579104,23.4294298836,2901.16151016,24,5,11.042,564.73752332094,40.026248,31.6303316,368.89108792,3.579104,-0.223694,0,354, -28.7, -0.8,0,0,1684,868,1024,1024,100,-24,0,0,3.5,-29.6,0,39,3.689,3.692,3.673,0,0,0,10.463,106.7,538.16271932094,13.451444,6,P-GPS,
1018200,2025-03-04 14:01:26,51.2585668029894,-0.0458900120134347,13.451444,,,538.16271932094,18.372704,4.7199434,22.8191936436,2901.81767816,24,5,11.042,564.73752332094,40.026248,31.6303316,368.89108792,4.697574,-0.447388,0,354, -28.2, -0.6,0,0,1684,904,1024,1024,100,-18,0,0,3.5,-29.6,0,39,3.689,3.692,3.673,0,0,0,10.463,106.7,538.16271932094,13.451444,6,P-GPS,
1018300,2025-03-04 14:01:26,51.2585687076232,-0.0458902043635389,13.451444,,,538.16271932094,18.700788,5.8384134,22.1880256444,2902.51321624,24,5,11.042,564.73752332094,40.026248,31.6303316,368.89108792,5.816044,-0.447388,0,354.1, -27.7, -0.2,0,0,1684,971,1024,1024,100,-8,0,0,3.5,-29.6,0,39,3.689,3.692,3.673,0,0,0,10.463,106.7,538.16271932094,13.451444,6,P-GPS,
1018400,2025-03-04 14:01:26,51.2585713801042,-0.0458906263700938,13.451444,,,538.16271932094,19.028872,6.9568834,21.2918970068,2903.4941874,24,5,11.042,564.73752332094,40.026248,31.6303316,368.89108792,6.934514,-0.671082,0,354, -27.3, 0,0,0,1684,971,1024,1024,100,-8,0,0,3.5,-29.6,0,39,3.689,3.692,3.673,0,0,0,10.463,106.7,538.16271932094,13.451444,6,P-GPS,
1018500,2025-03-04 14:01:27,51.2585732979994,-0.0458910368512216,13.451444,,,538.16271932094,19.028872,8.0753534,20.640912734,2904.199568,24,5,11.042,564.73752332094,40.026248,31.6303316,368.89108792,8.052984,-0.671082,0,354, -27, -1,0,0,1684,976,1024,1024,100,-7,0,0,3.5,-29.6,0,39,3.689,3.692,3.673,0,0,0,10.463,106.7,538.16271932094,13.451444,6,P-GPS,
1018600,2025-03-04 14:01:27,51.2585766978998,-0.0458915549814967,13.451444,,,538.16271932094,19.356956,8.9701294,19.5217854016,2905.4462872,24,5,11.042,564.73752332094,40.026248,31.6303316,368.89108792,8.94776,-0.671082,0,353.9, -27.2, -1.2,0,0,1684,968,1024,1024,100,-8,0,0,3.5,-29.6,0,39,3.689,3.692,3.673,0,0,0,10.463,106.7,538.16271932094,13.451444,6,P-GPS,
1018700,2025-03-04 14:01:27,51.2585795041082,-0.0458923569722511,13.451444,,,538.16271932094,19.356956,10.1109688,18.5628942948,2906.48631348,24,5,11.042,564.73752332094,40.026248,31.6303316,368.89108792,10.06623,-0.894776,0,353.9, -27.2, -0.8,0,0,1684,950,1024,1024,100,-11,0,0,3.5,-29.6,0,39,3.689,3.692,3.673,0,0,0,10.463,106.7,538.16271932094,13.451444,6,P-GPS,
1018800,2025-03-04 14:01:27,51.258583577393,-0.045893047738435,13.451444,,,538.16271932094,19.356956,11.0281142,17.2509191872,2907.98237652,24,5,11.042,564.73752332094,40.026248,31.6303316,368.89108792,10.961006,-1.11847,0,354, -27.7, -0.4,0,0,1684,946,1024,1024,100,-12,0,0,3.5,-29.6,0,39,3.689,3.692,3.673,0,0,0,10.463,106.7,538.16271932094,13.451444,6,P-GPS,
1018900,2025-03-04 14:01:27,51.2585875052116,-0.0458942263851515,13.451444,,,538.16271932094,19.028872,11.9005208,15.9436684892,2909.43906948,24,5,11.042,564.73752332094,40.026248,31.6303316,368.89108792,11.855782,-1.11847,0,353.8, -27.7, -0.6,0,0,1684,943,1024,1024,100,-12,0,0,3.5,-29.6,0,39,3.689,3.692,3.673,0,0,0,10.463,106.7,538.16271932094,13.451444,6,P-GPS,
